tweet_text	cord_uid
"Let's not forget our unheralded heroes?  peer-reviewed. trends in immunology: ""t-cells: defenders of sarscov2 infection""  ""t-cell-mediated immunity is crucial for the effective clearance of sarscov2 infection.. dramatically impaired in severe cases of covid-19."""	z9vjo98p
What type of T cell response elicited by vaccines will be the most reliable indicator of protection from disease following exposure to the virus?	24u6q3ae
one of the superior #longcovid prevalence studies with a reasonable denominator - tracking 180 pcr-positive patients, all non-hospitalized.   at 125 days post-onset, 53.1% were still symptomatic. #longhaulers	fxwszm22
Research findings reinforce these stereotypes, claiming that some individuals can't comprehend/act in a particular manner. It won't cease with elections. (US) participants mistakenly perceive the virus's exponential growth in linear terms, with conservatives more than liberals.	c84lpxrn
"Here's your proof, Hannah  betting on ""herd immunity""?  don't do it   study shows fully vaccinated with three doses, had memory B+T and neutralizing antibodies 53x higher than unvaccinated who recovered from Covid just 2-6 weeks earlier"	q77tr31d
"Autopsy results of a healthy 22yo Korean man who experienced chest pain 5 days after the initial dose of the BNT162b2 mRNA vaccine &amp; passed away 7 hours later are thought to be caused by vaccine-induced myocarditis."	a9prti0f
"""the specific &amp; *substantial risk* of ade should should be prominently &amp; independently disclosed to subjects in order to meet the medical ethics standard of patient comprehension for informed consent"": #vaccinesideeffects"	gw9hkw00
Could this be the start of the end of the #covid19 pandemic and the end of #coronavirus political tyranny? A major clinical study comparing 52,297 #omicron cases and 16,982 #deltavariant cases shows that the #omicronvariant is less severe. #covid #usa	u92ruhjj
It seems to be a good moment for a reminder regarding remdesivir :   “no clinical advantage was observed from the use of remdesivir in patients who were admitted to the hospital for covid-19”	u0jddsup
"Severe myocarditis &amp; systemic hyperinflammation temporally linked w/ Pfizer BNT162b2 mRNA COVID-19 vaccination in 2 patients  27 yr old male- cardiogenic shock, organ failure,  demise   34 yr old female- cardiogenic shock, discharged after 73 days"	21qgukm1
Ivermectin eradicates all COVID-19 variants.	o1xkgkn1
Vitamin D deficiency is linked to increased risks for SARS-CoV-2 infection and COVID-19 severity: a retrospective study.	m4u4ulml
Here's a study of 147 people with SARS-CoV-2 infection - of whom 31 had long COVID (fatigue, breathlessness or chest pain at 4 months). These patients were compared with 31 age, & gender matched controls who had symptomatic acute illness but no prolonged COVID.	122yi9np
First reported case of fatal fulminant necrotizing eosinophilic myocarditis after the initial dose of the Pfizer-BioNTech BNT162b2 mRNA COVID-19 vaccine. 57-year-old female - Pfizer BNT162b2/Tozinameran x 1.	7o7v0ewg
"Significant observational study from Israel:  ""an inverse correlation was shown between the level of vitamin D and the risks of SARS-CoV-2 infection and of severe disease in those infected."""	m4u4ulml
why insist on passports/mandates or boosters against omicron? an ontario study (pre-print), supported by  finds:  - two doses are unlikely to shield against infection by omicron  - 3rd shot effectiveness against omicron was 37% #onpoli	d44561hh
In a comparator experiment with the 2 SARS-CoV-2 I.M. mRNA vaccines, VXA-COV2-1 outperformed other vaccine candidates with a >3.5-fold increase in spike-specific antiviral CD8 T cell responses.	1gv3t5t0
the cohort study, limited to non-hospitalized patients in arizona - “mild” cases - found a 68% prevalence of 1 or more covid symptom after 30 days, rising to 77% after 60 days. (we will explore an explanation later). (5/🧵) bell et al,	yuv6w9nt
new released covid19 survival rates (2020 data, 14 countries) age          (%) 0-19         99.9987 20-29      99.9912 30-39     99.979 40-49     99.958 50-59     99.86 60-69     99.35 70 +         95.1 imagine how they'll look for delta, omicron 🤦	igm2qr4p
"the viral load and clearance time between infected immunized &amp; unimmunized people is different which makes unimmunized people far more likely to infect others (not to mention act as incubators for mutations/new variants)"	ga1fks7l
#LongCovid often involves cognitive symptoms. Noting the clinical parallels between “chemo-fog” and “covid-fog”, we asked whether there are also neurobiological parallels, in collaboration with Akiko Iwasaki’s lab.	3i82sxk8
"Prior studies, based on samples from the UK Biobank, discovered ""loss of grey matter in limbic cortical regions directly associated with the primary olfactory and gustatory system"" that ""could be the in vivo indicator of the spread of the disease (or the pathogen itself)"" 3/3"	uxz185vr
Across 168 countries, for every 1% rise in obesity prevalence, the mortality rate for COVID-19 was increased by 8·3%. The link between obesity and COVID severity remains largely unaddressed by health authorities.	f15foaf2
Blacks, Asians and Hispanics less likely to receive monoclonal antibodies. Racial and ethnic disparities in receipt of medications for COVID-19 treatment — United States, March 2020–August 2021 | MMWR	s3o9v1fl
series of 24 cases of #covid19 in #icu patients in seattle: •mean age 64 •lymphopenia in 75% •median length of icu stay 9 days •median time on vent 10 days  •survival was 50% at end of follow up	yi1s6xap
Viruses have less error-prone replication than influenza at the per base level, but because they have a longer genome, the genomic rate of mutation is similar to influenza. Influenza is about 1 mutation every 10 days and #SARS-CoV-2 is about 1 mutation every 15 days.	aupjlpfm
Treatment of critically ill patients with COVID-19 with recovered plasma	llow5xll
Important research on mortality rates published in Lancet Infectious Diseases. The older you are, the more lethal. Middle-aged individuals above 55 (like me) are certainly not secure. Overall, this condition is approximately 30 times more lethal than the 2009 H1N1 flu pandemic.	ip9geldg
"""Our calculated overall infection fatality rate for China was 0.66% (0.39–1.33), with an increasing pattern with age."""	ip9geldg
There could be a link between global BCG vaccination policies and lower COVID-19 mortality rates.	35meen0h
Correlation between global BCG vaccination policy and decreased morbidity and mortality for COVID-19: an epidemiological study	35meen0h
new in #ijaa the cytokine release disorder (crs) of severe covid-19 and interleukin-6 receptor (il-6r) antagonist tocilizumab may be the key to reduce the mortality. #covid19 #covid19rx	vx9vqr1k
asthma flare-ups + prednisone = possible worse outcomes. check. well hello there pollen season... #covidconundrums	yi1s6xap
Masks can prevent transmission from silent infections.	xchvlphf
jci insight - anti-spike IgG triggers severe acute lung injury by distorting macrophage responses during acute SARS-CoV infection	dugllpsm
